ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
01588,25,027,750300,25027750300,404,155,410397,410397,9733,3903,23956819,22296389,2910,1196,6235743,6102627,4.15,3.97,1.71,1.84,13.88,12.96,6.58,6.72
01588,25,027,751101,25027751101,88,34,1050167,1032093,9733,3903,23956819,22296389,6219,2288,54104608,52140309,0.9,0.87,4.38,4.63,1.42,1.49,1.94,1.98
01590,25,027,751101,25027751101,6131,2254,53054441,51108216,8875,3360,87084523,82903473,6219,2288,54104608,52140309,69.08,67.08,60.92,61.65,98.58,98.51,98.06,98.02
01590,25,027,751102,25027751102,2744,1106,34030082,31795257,8875,3360,87084523,82903473,2744,1106,34030082,31795257,30.92,32.92,39.08,38.35,100,100,100,100
01602,25,027,730700,25027730700,5164,2159,6116565,6013956,22819,9451,15568473,14936885,6803,2804,8594091,8482542,22.63,22.84,39.29,40.26,75.91,77,71.17,70.9
01602,25,027,730801,25027730801,1732,757,1220226,1220226,22819,9451,15568473,14936885,3665,1557,3166618,3158638,7.59,8.01,7.84,8.17,47.26,48.62,38.53,38.63
01602,25,027,730802,25027730802,2042,853,1044114,1044114,22819,9451,15568473,14936885,2046,855,1046315,1046315,8.95,9.03,6.71,6.99,99.8,99.77,99.79,99.79
01602,25,027,730901,25027730901,3404,1503,1226525,1226525,22819,9451,15568473,14936885,3404,1503,1226525,1226525,14.92,15.9,7.88,8.21,100,100,100,100
01602,25,027,730902,25027730902,3716,1158,2013985,1857420,22819,9451,15568473,14936885,3716,1158,2013985,1857420,16.28,12.25,12.94,12.44,100,100,100,100
01602,25,027,731001,25027731001,461,202,1146989,1146989,22819,9451,15568473,14936885,2229,823,4017530,4001394,2.02,2.14,7.37,7.68,20.68,24.54,28.55,28.66
01602,25,027,731002,25027731002,2371,1109,1263352,894823,22819,9451,15568473,14936885,6402,2619,3020671,2649917,10.39,11.73,8.11,5.99,37.04,42.34,41.82,33.77
01602,25,027,731101,25027731101,1177,544,551028,547143,22819,9451,15568473,14936885,3949,1625,1391322,1380718,5.16,5.76,3.54,3.66,29.81,33.48,39.6,39.63
01602,25,027,731102,25027731102,2511,1063,893826,893826,22819,9451,15568473,14936885,2511,1063,893826,893826,11,11.25,5.74,5.98,100,100,100,100
01602,25,027,731400,25027731400,179,73,69932,69932,22819,9451,15568473,14936885,4673,1775,729167,729167,0.78,0.77,0.45,0.47,3.83,4.11,9.59,9.59
01602,25,027,731500,25027731500,62,30,21931,21931,22819,9451,15568473,14936885,5174,2136,608884,608884,0.27,0.32,0.14,0.15,1.2,1.4,3.6,3.6
01603,25,027,731001,25027731001,1768,621,2870541,2854405,19916,7950,12032185,11691789,2229,823,4017530,4001394,8.88,7.81,23.86,24.41,79.32,75.46,71.45,71.34
01603,25,027,731002,25027731002,4031,1510,1757319,1755094,19916,7950,12032185,11691789,6402,2619,3020671,2649917,20.24,18.99,14.61,15.01,62.96,57.66,58.18,66.23
01603,25,027,731101,25027731101,2626,1017,814166,807447,19916,7950,12032185,11691789,3949,1625,1391322,1380718,13.19,12.79,6.77,6.91,66.5,62.58,58.52,58.48
01603,25,027,731203,25027731203,2397,1211,381625,372614,19916,7950,12032185,11691789,5198,2276,760568,751557,12.04,15.23,3.17,3.19,46.11,53.21,50.18,49.58
01603,25,027,731204,25027731204,2498,868,414345,411261,19916,7950,12032185,11691789,2498,868,414345,411261,12.54,10.92,3.44,3.52,100,100,100,100
01603,25,027,732901,25027732901,148,62,193980,193980,19916,7950,12032185,11691789,6592,2965,4965708,4906356,0.74,0.78,1.61,1.66,2.25,2.09,3.91,3.95
01603,25,027,733000,25027733000,2166,857,763523,755165,19916,7950,12032185,11691789,3762,1396,1695357,1685312,10.88,10.78,6.35,6.46,57.58,61.39,45.04,44.81
01603,25,027,733101,25027733101,2058,860,3065617,2904414,19916,7950,12032185,11691789,2058,860,3065617,2904414,10.33,10.82,25.48,24.84,100,100,100,100
01603,25,027,733102,25027733102,2224,944,1771069,1637409,19916,7950,12032185,11691789,2224,944,1771069,1637409,11.17,11.87,14.72,14,100,100,100,100
01604,25,027,731700,25027731700,0,0,169208,169208,34677,15570,17151931,16677756,2761,1511,1258339,1258339,0,0,0.99,1.01,0,0,13.45,13.45
01604,25,027,731800,25027731800,2290,1346,1117052,1075215,34677,15570,17151931,16677756,6172,2957,1626037,1584200,6.6,8.64,6.51,6.45,37.1,45.52,68.7,67.87
01604,25,027,732002,25027732002,92,3,172876,172876,34677,15570,17151931,16677756,4036,1673,6316784,5941264,0.27,0.02,1.01,1.04,2.28,0.18,2.74,2.91
01604,25,027,732201,25027732201,2820,1510,1594459,1409605,34677,15570,17151931,16677756,2820,1510,1594459,1409605,8.13,9.7,9.3,8.45,100,100,100,100
01604,25,027,732202,25027732202,3240,1372,1726740,1715783,34677,15570,17151931,16677756,3240,1372,1726740,1715783,9.34,8.81,10.07,10.29,100,100,100,100
01604,25,027,732203,25027732203,2853,1262,1144891,1144891,34677,15570,17151931,16677756,2853,1262,1144891,1144891,8.23,8.11,6.67,6.86,100,100,100,100
01604,25,027,732301,25027732301,4155,1827,2884995,2831296,34677,15570,17151931,16677756,4155,1827,2884995,2831296,11.98,11.73,16.82,16.98,100,100,100,100
01604,25,027,732302,25027732302,3902,1716,888674,888674,34677,15570,17151931,16677756,3902,1716,888674,888674,11.25,11.02,5.18,5.33,100,100,100,100
01604,25,027,732400,25027732400,6207,2372,972082,972082,34677,15570,17151931,16677756,6459,2458,994657,994657,17.9,15.23,5.67,5.83,96.1,96.5,97.73,97.73
01604,25,027,732500,25027732500,144,64,215390,215390,34677,15570,17151931,16677756,1776,821,796115,796115,0.42,0.41,1.26,1.29,8.11,7.8,27.06,27.06
01604,25,027,732700,25027732700,1231,568,233697,233697,34677,15570,17151931,16677756,3938,1849,857059,856138,3.55,3.65,1.36,1.4,31.26,30.72,27.27,27.3
01604,25,027,732801,25027732801,4829,2369,3608771,3483753,34677,15570,17151931,16677756,4829,2369,3608771,3483753,13.93,15.22,21.04,20.89,100,100,100,100
01604,25,027,732802,25027732802,2823,1114,2181647,2181647,34677,15570,17151931,16677756,4122,1698,5609148,5583811,8.14,7.15,12.72,13.08,68.49,65.61,38.89,39.07
01604,25,027,737300,25027737300,27,15,172084,172084,34677,15570,17151931,16677756,6398,2511,14869956,14135024,0.08,0.1,1,1.03,0.42,0.6,1.16,1.22
01604,25,027,739100,25027739100,64,32,69365,11555,34677,15570,17151931,16677756,9557,3611,21024709,19264346,0.18,0.21,0.4,0.07,0.67,0.89,0.33,0.06
01605,25,027,730401,25027730401,4748,2239,2111183,2082843,26221,11140,14953929,14612620,5444,2453,2719655,2691315,18.11,20.1,14.12,14.25,87.22,91.28,77.63,77.39
01605,25,027,730402,25027730402,1660,676,720559,720559,26221,11140,14953929,14612620,1660,676,720559,720559,6.33,6.07,4.82,4.93,100,100,100,100
01605,25,027,730500,25027730500,1761,792,1379972,1326524,26221,11140,14953929,14612620,3535,1692,3553188,2745541,6.72,7.11,9.23,9.08,49.82,46.81,38.84,48.32
01605,25,027,730600,25027730600,3425,1411,2452572,2443659,26221,11140,14953929,14612620,8799,3007,6322192,6291950,13.06,12.67,16.4,16.72,38.92,46.92,38.79,38.84
01605,25,027,731700,25027731700,0,0,40838,40838,26221,11140,14953929,14612620,2761,1511,1258339,1258339,0,0,0.27,0.28,0,0,3.25,3.25
01605,25,027,731800,25027731800,2543,1183,417846,417846,26221,11140,14953929,14612620,6172,2957,1626037,1584200,9.7,10.62,2.79,2.86,41.2,40.01,25.7,26.38
01605,25,027,731900,25027731900,5227,2255,1089768,1089768,26221,11140,14953929,14612620,5227,2255,1089768,1089768,19.93,20.24,7.29,7.46,100,100,100,100
01605,25,027,732001,25027732001,2913,914,778146,773594,26221,11140,14953929,14612620,3327,1170,1112869,1108317,11.11,8.2,5.2,5.29,87.56,78.12,69.92,69.8
01605,25,027,732002,25027732002,3944,1670,5963045,5716989,26221,11140,14953929,14612620,4036,1673,6316784,5941264,15.04,14.99,39.88,39.12,97.72,99.82,94.4,96.23
01606,25,027,729100,25027729100,128,43,888084,884949,19077,8449,15382096,15358057,4997,1597,30649769,28291892,0.67,0.51,5.77,5.76,2.56,2.69,2.9,3.13
01606,25,027,730100,25027730100,5873,2441,5615295,5606236,19077,8449,15382096,15358057,5923,2459,5642491,5633432,30.79,28.89,36.51,36.5,99.16,99.27,99.52,99.52
01606,25,027,730200,25027730200,5583,2477,4093425,4082519,19077,8449,15382096,15358057,5583,2477,4093425,4082519,29.27,29.32,26.61,26.58,100,100,100,100
01606,25,027,730300,25027730300,4559,2123,2005169,2005169,19077,8449,15382096,15358057,4559,2123,2005169,2005169,23.9,25.13,13.04,13.06,100,100,100,100
01606,25,027,730401,25027730401,696,214,608472,608472,19077,8449,15382096,15358057,5444,2453,2719655,2691315,3.65,2.53,3.96,3.96,12.78,8.72,22.37,22.61
01606,25,027,730500,25027730500,1549,752,1356246,1355307,19077,8449,15382096,15358057,3535,1692,3553188,2745541,8.12,8.9,8.82,8.82,43.82,44.44,38.17,49.36
01606,25,027,730600,25027730600,275,143,480682,480682,19077,8449,15382096,15358057,8799,3007,6322192,6291950,1.44,1.69,3.12,3.13,3.13,4.76,7.6,7.64
01606,25,027,732001,25027732001,414,256,334723,334723,19077,8449,15382096,15358057,3327,1170,1112869,1108317,2.17,3.03,2.18,2.18,12.44,21.88,30.08,30.2
01607,25,027,732600,25027732600,68,40,11566,11566,8351,3850,8336208,8199220,4253,1897,604374,604374,0.81,1.04,0.14,0.14,1.6,2.11,1.91,1.91
01607,25,027,732700,25027732700,1689,800,376923,376002,8351,3850,8336208,8199220,3938,1849,857059,856138,20.23,20.78,4.52,4.59,42.89,43.27,43.98,43.92
01607,25,027,732802,25027732802,1299,584,3427501,3402164,8351,3850,8336208,8199220,4122,1698,5609148,5583811,15.56,15.17,41.12,41.49,31.51,34.39,61.11,60.93
01607,25,027,732901,25027732901,5194,2362,3985908,3926556,8351,3850,8336208,8199220,6592,2965,4965708,4906356,62.2,61.35,47.81,47.89,78.79,79.66,80.27,80.03
01607,25,027,732902,25027732902,0,0,253489,228176,8351,3850,8336208,8199220,2459,25,936664,911351,0,0,3.04,2.78,0,0,27.06,25.04
01607,25,027,736400,25027736400,17,6,15435,15435,8351,3850,8336208,8199220,3071,1283,4045580,4013856,0.2,0.16,0.19,0.19,0.55,0.47,0.38,0.38
01607,25,027,736500,25027736500,84,58,45827,42354,8351,3850,8336208,8199220,4369,2006,13535865,12907649,1.01,1.51,0.55,0.52,1.92,2.89,0.34,0.33
01607,25,027,737100,25027737100,0,0,219559,196967,8351,3850,8336208,8199220,5116,2185,26177400,25070055,0,0,2.63,2.4,0,0,0.84,0.79
01608,25,027,731300,25027731300,637,290,114589,114589,3888,1743,1159110,1159110,3841,1504,750446,743101,16.38,16.64,9.89,9.89,16.58,19.28,15.27,15.42
01608,25,027,731700,25027731700,1674,935,820342,820342,3888,1743,1159110,1159110,2761,1511,1258339,1258339,43.06,53.64,70.77,70.77,60.63,61.88,65.19,65.19
01608,25,027,731800,25027731800,1339,428,91139,91139,3888,1743,1159110,1159110,6172,2957,1626037,1584200,34.44,24.56,7.86,7.86,21.69,14.47,5.6,5.75
01608,25,027,732500,25027732500,238,90,123226,123226,3888,1743,1159110,1159110,1776,821,796115,796115,6.12,5.16,10.63,10.63,13.4,10.96,15.48,15.48
01608,25,027,733000,25027733000,0,0,9814,9814,3888,1743,1159110,1159110,3762,1396,1695357,1685312,0,0,0.85,0.85,0,0,0.58,0.58
01609,25,027,730500,25027730500,225,148,63710,63710,22421,8307,9950425,9893464,3535,1692,3553188,2745541,1,1.78,0.64,0.64,6.36,8.75,1.79,2.32
01609,25,027,730600,25027730600,5099,1453,3388938,3367609,22421,8307,9950425,9893464,8799,3007,6322192,6291950,22.74,17.49,34.06,34.04,57.95,48.32,53.6,53.52
01609,25,027,730700,25027730700,1639,645,2477526,2468586,22421,8307,9950425,9893464,6803,2804,8594091,8482542,7.31,7.76,24.9,24.95,24.09,23,28.83,29.1
01609,25,027,730801,25027730801,1933,800,1946392,1938412,22421,8307,9950425,9893464,3665,1557,3166618,3158638,8.62,9.63,19.56,19.59,52.74,51.38,61.47,61.37
01609,25,027,730802,25027730802,4,2,2201,2201,22421,8307,9950425,9893464,2046,855,1046315,1046315,0.02,0.02,0.02,0.02,0.2,0.23,0.21,0.21
01609,25,027,731400,25027731400,228,74,26259,26259,22421,8307,9950425,9893464,4673,1775,729167,729167,1.02,0.89,0.26,0.27,4.88,4.17,3.6,3.6
01609,25,027,731500,25027731500,5112,2106,586953,586953,22421,8307,9950425,9893464,5174,2136,608884,608884,22.8,25.35,5.9,5.93,98.8,98.6,96.4,96.4
01609,25,027,731600,25027731600,7357,2656,1262040,1243328,22421,8307,9950425,9893464,7357,2656,1262040,1243328,32.81,31.97,12.68,12.57,100,100,100,100
01609,25,027,731700,25027731700,824,423,196406,196406,22421,8307,9950425,9893464,2761,1511,1258339,1258339,3.68,5.09,1.97,1.99,29.84,27.99,15.61,15.61
01610,25,027,731101,25027731101,146,64,26128,26128,23945,8321,5514985,5505953,3949,1625,1391322,1380718,0.61,0.77,0.47,0.47,3.7,3.94,1.88,1.89
01610,25,027,731202,25027731202,1111,1,99200,99200,23945,8321,5514985,5505953,1111,1,99200,99200,4.64,0.01,1.8,1.8,100,100,100,100
01610,25,027,731203,25027731203,2801,1065,378943,378943,23945,8321,5514985,5505953,5198,2276,760568,751557,11.7,12.8,6.87,6.88,53.89,46.79,49.82,50.42
01610,25,027,731300,25027731300,3204,1214,635857,628512,23945,8321,5514985,5505953,3841,1504,750446,743101,13.38,14.59,11.53,11.42,83.42,80.72,84.73,84.58
01610,25,027,731400,25027731400,4266,1628,632976,632976,23945,8321,5514985,5505953,4673,1775,729167,729167,17.82,19.56,11.48,11.5,91.29,91.72,86.81,86.81
01610,25,027,731700,25027731700,263,153,31545,31545,23945,8321,5514985,5505953,2761,1511,1258339,1258339,1.1,1.84,0.57,0.57,9.53,10.13,2.51,2.51
01610,25,027,732400,25027732400,252,86,22575,22575,23945,8321,5514985,5505953,6459,2458,994657,994657,1.05,1.03,0.41,0.41,3.9,3.5,2.27,2.27
01610,25,027,732500,25027732500,1394,667,457499,457499,23945,8321,5514985,5505953,1776,821,796115,796115,5.82,8.02,8.3,8.31,78.49,81.24,57.47,57.47
01610,25,027,732600,25027732600,4185,1857,592808,592808,23945,8321,5514985,5505953,4253,1897,604374,604374,17.48,22.32,10.75,10.77,98.4,97.89,98.09,98.09
01610,25,027,732700,25027732700,1018,481,246439,246439,23945,8321,5514985,5505953,3938,1849,857059,856138,4.25,5.78,4.47,4.48,25.85,26.01,28.75,28.78
01610,25,027,732901,25027732901,1250,541,785820,785820,23945,8321,5514985,5505953,6592,2965,4965708,4906356,5.22,6.5,14.25,14.27,18.96,18.25,15.82,16.02
01610,25,027,732902,25027732902,2459,25,683175,683175,23945,8321,5514985,5505953,2459,25,936664,911351,10.27,0.3,12.39,12.41,100,100,72.94,74.96
01610,25,027,733000,25027733000,1596,539,922020,920333,23945,8321,5514985,5505953,3762,1396,1695357,1685312,6.67,6.48,16.72,16.72,42.42,38.61,54.39,54.61
01611,25,027,735200,25027735200,2242,916,9563165,8915204,2242,916,9563165,8915204,4257,1681,25274520,23847081,100,100,100,100,52.67,54.49,37.84,37.38
01612,25,027,727100,25027727100,4806,1599,40031230,38049457,4845,1608,41649133,39666695,4806,1599,40031230,38049457,99.2,99.44,96.12,95.92,100,100,100,100
01612,25,027,728100,25027728100,39,9,1617903,1617238,4845,1608,41649133,39666695,4126,1561,38075141,35700813,0.8,0.56,3.88,4.08,0.95,0.58,4.25,4.53
01701,25,017,383502,25017383502,214,156,132640,132640,31217,12590,45739381,43923156,3773,1074,1823950,1734629,0.69,1.24,0.29,0.3,5.67,14.53,7.27,7.65
01701,25,017,383600,25017383600,6138,2509,6245705,6167991,31217,12590,45739381,43923156,6138,2509,6245705,6167991,19.66,19.93,13.65,14.04,100,100,100,100
01701,25,017,383700,25017383700,5213,2119,4661805,4292829,31217,12590,45739381,43923156,5213,2119,4661805,4292829,16.7,16.83,10.19,9.77,100,100,100,100
01701,25,017,383800,25017383800,5360,2237,5565691,5261828,31217,12590,45739381,43923156,5360,2237,5565691,5261828,17.17,17.77,12.17,11.98,100,100,100,100
01701,25,017,383901,25017383901,7628,3059,13602755,13503661,31217,12590,45739381,43923156,7628,3059,13602755,13503661,24.44,24.3,29.74,30.74,100,100,100,100
01701,25,017,383902,25017383902,5227,1941,11456653,11412263,31217,12590,45739381,43923156,5227,1941,11456653,11412263,16.74,15.42,25.05,25.98,100,100,100,100
01701,25,017,384001,25017384001,1437,569,4041514,3119547,31217,12590,45739381,43923156,1437,569,4041514,3119547,4.6,4.52,8.84,7.1,100,100,100,100
01701,25,017,384002,25017384002,0,0,32618,32397,31217,12590,45739381,43923156,5515,2814,6574637,6146393,0,0,0.07,0.07,0,0,0.5,0.53
01702,25,017,382602,25017382602,105,45,32334,32334,37206,14984,22929954,20957508,4159,1838,4174913,4161036,0.28,0.3,0.14,0.15,2.52,2.45,0.77,0.78
01702,25,017,383101,25017383101,4217,1328,2825384,2815539,37206,14984,22929954,20957508,4217,1328,2825384,2815539,11.33,8.86,12.32,13.43,100,100,100,100
01702,25,017,383102,25017383102,4923,1834,1180892,1179129,37206,14984,22929954,20957508,4923,1834,1180892,1179129,13.23,12.24,5.15,5.63,100,100,100,100
01702,25,017,383200,25017383200,6046,2225,2727185,2424175,37206,14984,22929954,20957508,6046,2225,2727185,2424175,16.25,14.85,11.89,11.57,100,100,100,100
01702,25,017,383300,25017383300,3042,1370,3789663,2834504,37206,14984,22929954,20957508,3042,1370,3789663,2834504,8.18,9.14,16.53,13.53,100,100,100,100
01702,25,017,383400,25017383400,5540,2356,2014523,1837043,37206,14984,22929954,20957508,5540,2356,2014523,1837043,14.89,15.72,8.79,8.77,100,100,100,100
01702,25,017,383501,25017383501,4259,2094,2126644,2118799,37206,14984,22929954,20957508,4259,2094,2126644,2118799,11.45,13.97,9.27,10.11,100,100,100,100
01702,25,017,383502,25017383502,3559,918,1691310,1601989,37206,14984,22929954,20957508,3773,1074,1823950,1734629,9.57,6.13,7.38,7.64,94.33,85.47,92.73,92.35
01702,25,017,384002,25017384002,5515,2814,6542019,6113996,37206,14984,22929954,20957508,5515,2814,6574637,6146393,14.82,18.78,28.53,29.17,100,100,99.5,99.47
01718,25,017,363102,25017363102,469,205,121367,121367,469,205,121367,121367,5909,2647,13780385,13676788,100,100,100,100,7.94,7.74,0.88,0.89
01719,25,017,388100,25017388100,4996,2073,26956371,26640078,4996,2073,26956371,26640078,4996,2073,26956371,26640078,100,100,100,100,100,100,100,100
01720,25,017,363102,25017363102,5346,2411,13385183,13282291,21361,8294,52170841,51057015,5909,2647,13780385,13676788,25.03,29.07,25.66,26.01,90.47,91.08,97.13,97.12
01720,25,017,363103,25017363103,3229,1197,10165903,9598058,21361,8294,52170841,51057015,3229,1197,10165903,9598058,15.12,14.43,19.49,18.8,100,100,100,100
01720,25,017,363104,25017363104,6105,2235,15574396,15236623,21361,8294,52170841,51057015,6105,2235,15574396,15236623,28.58,26.95,29.85,29.84,100,100,100,100
01720,25,017,363201,25017363201,3219,1169,6836399,6774859,21361,8294,52170841,51057015,3219,1169,6836399,6774859,15.07,14.09,13.1,13.27,100,100,100,100
01720,25,017,363202,25017363202,3462,1282,6208960,6165184,21361,8294,52170841,51057015,3462,1282,6208960,6165184,16.21,15.46,11.9,12.08,100,100,100,100
01721,25,017,385100,25017385100,6717,2474,17937011,17357954,16593,6609,33329226,31933385,6717,2474,17937011,17357954,40.48,37.43,53.82,54.36,100,100,100,100
01721,25,017,385201,25017385201,2568,1084,6353846,5650792,16593,6609,33329226,31933385,2568,1084,6353846,5650792,15.48,16.4,19.06,17.7,100,100,100,100
01721,25,017,385202,25017385202,7308,3051,9038369,8924639,16593,6609,33329226,31933385,7308,3051,9038369,8924639,44.04,46.16,27.12,27.95,100,100,100,100
01730,25,017,332300,25017332300,11,4,99559,99559,13221,5372,35938866,35478046,6677,2512,5952834,5948133,0.08,0.07,0.28,0.28,0.16,0.16,1.67,1.67
01730,25,017,359100,25017359100,6198,2588,15013648,14847990,13221,5372,35938866,35478046,6198,2588,15013648,14847990,46.88,48.18,41.78,41.85,100,100,100,100
01730,25,017,359300,25017359300,7012,2780,20345268,20050106,13221,5372,35938866,35478046,7122,2780,20822453,20527291,53.04,51.75,56.61,56.51,98.46,100,97.71,97.68
01730,25,017,360100,25017360100,0,0,480391,480391,13221,5372,35938866,35478046,1286,477,2052911,2052911,0,0,1.34,1.35,0,0,23.4,23.4
01731,25,017,359300,25017359300,110,0,477185,477185,1396,477,2049705,2049705,7122,2780,20822453,20527291,7.88,0,23.28,23.28,1.54,0,2.29,2.32
01731,25,017,360100,25017360100,1286,477,1572520,1572520,1396,477,2049705,2049705,1286,477,2052911,2052911,92.12,100,76.72,76.72,100,100,76.6,76.6
01740,25,027,715100,25027715100,4897,1738,52024033,51675247,4897,1738,52024033,51675247,4897,1738,52024033,51675247,100,100,100,100,100,100,100,100
